,DataTableID,Species,Sub_species,Citation_key,Spatial_locality,Temporal_locality,Locality_name,Singular_country,Multiple_countries,Wider_population,Locality_area,Locality_area_units,Study_year_start,Study_year_end,N_observations,Field_method,Modelling_method,Population_metric,Density_scale,Population_start,PS_dispersion_estimate,PS_dispersion_lower,PS_dispersion_upper,Population_end,PE_dispersion_estimate,PE_dispersion_lower,PE_dispersion_upper,PS_PE_dispersion_description,Quantitative_trend,Quantitative_method,Other_quantitative_descriptor,Dispersion_description,Dispersion_estimate,Dispersion_lower,Dispersion_upper,Significance_reported,Test_statistic,Significance,Significant_trend,Time_lapse,Qualitative,Other_driver_of_trend,Comment,Possible_issues,Genetic_data,Harvest_data,Invasive_species,Record_labelled_inaccurate,Asymptotic_growth,Metric_unusual,Peer_review,Date_missing,Coordinate_comment,Latitude,Longitude,Source
56,998,Canis latrans,NA,Linhart1973,1,1,Oklahoma,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,26.1458425,-97.9606918,Georeferenced - automatically
57,999,Canis latrans,NA,Linhart1973,1,1,Texas,United States,NA,Western United States,NA,NA,1972,1973,2,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Relative abundance, rather than true population estimates",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,41.5350719,-77.2527545,Georeferenced - automatically
58,1000,Canis aureus,NA,Singh2016,1,1,Keoladeo National Park,India,NA,Rajasthan,29,km2,1985,2015,2,Systematic - undefined,Model derived abundance/density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,R trend,NA,NA,NA,NA,NA,Yes,NA,NA,TRUE,1,Increase,NA,"2015 data set calculated Jan- June 2015, and compared with 1985 data from study in same region by Vijayan (1991) to calculate population trends from 1985-2015.",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,27.735,77.5225,Within study - calculted centroid
59,1001,Lynx lynx,NA,Bagrade2016,1,1,Latvia,Latvia,NA,Eastern Europe,64580,km2,2004,2015,NA,Unsystematic - direct observations,Matrix modelling/Non-population estimate derived,Abundance,NA,300,NA,NA,NA,882,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,55.6806895,26.6303595,Georeferenced - automatically
60,1010,Canis aureus,NA,Giannatos2006,1,1,Fokida,Greece,NA,NA,NA,NA,1974,2001,1,Unsystematic - indirect observations,Field values,Abundance,NA,NA,NA,1,8,NA,NA,NA,NA,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,"Table 1 compares the number of hunted jackals in a 5 year period, compared to minimum number of groups in the 2000 survey. Clearly measuring different things. Only qualitative values should be used",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,38.4998681,22.2487803,Georeferenced - automatically
61,1011,Canis aureus,NA,Giannatos2006,1,1,Samos,Greece,NA,NA,NA,NA,1974,2001,1,Unsystematic - indirect observations,Field values,Abundance,NA,NA,NA,13,96,NA,NA,NA,NA,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,"Table 1 compares the number of hunted jackals in a 5 year period, compared to minimum number of groups in the 2000 survey. Clearly measuring different things. Only qualitative values should be used",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,37.7522668,26.9766883,Georeferenced - automatically
62,1012,Canis aureus,NA,Giannatos2006,1,1,Serres,Greece,NA,NA,NA,NA,1974,2001,1,Unsystematic - indirect observations,Field values,Abundance,NA,NA,NA,14,63,NA,NA,NA,NA,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,"Table 1 compares the number of hunted jackals in a 5 year period, compared to minimum number of groups in the 2000 survey. Clearly measuring different things. Only qualitative values should be used",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,41.2652068,23.5980381,Georeferenced - automatically
63,1013,Canis aureus,NA,Giannatos2006,1,1,Halkidiki,Greece,NA,NA,NA,NA,1974,2001,1,Unsystematic - indirect observations,Field values,Abundance,NA,NA,NA,33,90,NA,NA,NA,NA,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,"Table 1 compares the number of hunted jackals in a 5 year period, compared to minimum number of groups in the 2000 survey. Clearly measuring different things. Only qualitative values should be used",NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,40.0337881,23.4751986,Georeferenced - automatically
64,1014,Canis aureus,NA,Giannatos2006,1,1,Vistonida-Nestos,Greece,NA,NA,NA,NA,1974,2001,1,Unsystematic - indirect observations,Field values,Abundance,NA,NA,NA,53,122,NA,NA,NA,NA,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,"Table 1 compares the number of hunted jackals in a 5 year period, compared to minimum number of groups in the 2000 survey. Clearly measuring different things. Only qualitative values should be used",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,41.03235,24.6376,Georeferenced - automatically
65,1015,Canis aureus,NA,Giannatos2006,1,1,Evros,Greece,NA,NA,NA,NA,1974,2001,1,Unsystematic - indirect observations,Field values,Abundance,NA,NA,NA,27,74,NA,NA,NA,NA,Range,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,"Table 1 compares the number of hunted jackals in a 5 year period, compared to minimum number of groups in the 2000 survey. Clearly measuring different things. Only qualitative values should be used",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,40.0809716,23.978897,Georeferenced - automatically
66,1016,Lynx rufus,NA,Landholt2000,1,1,Nebraska,United States,NA,NA,NA,NA,1941,1997,55,Unsystematic - indirect observations,Field values,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237,R trend,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,NA,"Use harvest number as a proxy for population size, which is likely to be unreliable. Given harvesting a species will then have an effect on the population size",NA,1,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,35.1177919,-90.0602105,Georeferenced - automatically
67,1017,Canis aureus,NA,Markov2012,1,1,Bulgaria,Bulgaria,NA,NA,NA,NA,1998,2011,NA,Unsystematic - direct observations,Field values,Abundance,NA,19500,NA,NA,NA,39000,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,"Payments for Jackal cull caesed in 2009, so population has continued to grow.",Graph digitizer required to gather raw population values over time,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,41.6343859,25.377078,Georeferenced - automatically
68,1018,Lycalopex culpaeus,NA,Novaro1995,1,1,Southern Neuquen Province,Argentina,NA,Patagonia,NA,NA,1989,1993,NA,Undefined - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-40,-71,Within study - reported centroid
69,1019,Canis lupus,NA,Nowak2008,1,1,Zywiecki Lanscape Park,Poland,NA,NA,NA,NA,1996,2003,NA,Undefined - indirect observations,Undefined,Abundance,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,Population could be at carrying capacity,"A trend value is provided, but nop diuspersion so manual calculation required",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.63333333,19.6,Within study - calculted centroid
70,1020,Canis latrans,NA,Prugh20051585,1,1,Central Alaska,United States,NA,Alaska,NA,NA,1999,2002,NA,Systematic - direct observations,Model derived abundance/density,Abundance,NA,14,NA,1,26,20,NA,13,27,95% CI,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,63.95,-147.3,Within study - reported centroid
71,1038,Panthera leo,NA,Ogutu2005,1,1,Mara Reserve and adjacent Koyaki group ranch,Kenya,NA,NA,NA,NA,1991,2003,2,Systematic - direct observations,Model derived abundance/density,Abundance,NA,710,NA,397,1190,613,NA,277,1240,Range,86,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-1.4,34.925,Georeferenced - manually adjusted
72,1040,Canis mesomelas,NA,Ogutu2005,1,1,Mara Reserve and adjacent Koyaki group ranch,Kenya,NA,NA,NA,NA,1991,2003,2,Systematic - direct observations,Model derived abundance/density,Other,NA,0.28,NA,0.063,0.75,1.571,NA,1.114,2.086,Range,561,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-1.4,34.925,Georeferenced - manually adjusted
73,1041,Lynx lynx,NA,Andren2006,1,1,Sarek,Sweden,NA,Norrbotten,8000,km2,1994,2002,9,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,Lambda,NA,SE,0.071,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,NA,"Rate is asymptotic. Observed rates are available but not in the published literature, only in a governmental report that I cant find",NA,NA,NA,NA,1,NA,1,NA,NA,67,17.66666667,Within study - reported centroid
74,1042,Lynx lynx,NA,Andren2006,1,1,Hedmark,Norway,NA,South-eastern Norway,8600,km2,1995,2002,8,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,Lambda,NA,SE,0.086,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,NA,"Author describe record as inaccurate. Rate is asymptotic. Observed rates are available but not in the published literature, only in a governmental report that I cant find",NA,NA,NA,1,NA,NA,1,NA,NA,61.25,11.5,Within study - reported centroid
75,1043,Canis adustus,NA,Durant20111490,1,1,Serengeti National Park and Ngorongoro Conservation Area,"Tanzania, United Republic of",NA,NA,3000,km2,1977,2005,7,Systematic - direct observations,Model derived abundance/density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0996,R trend,NA,SD,0.01315,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,"Trend reported as annual percentage change (r% = 9.96, SD = 13.15). Back-converted",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-2.33,34.83,Georeferenced - manually adjusted
76,1044,Crocuta crocuta,NA,Durant20111490,1,1,Serengeti National Park and Ngorongoro Conservation Area,"Tanzania, United Republic of",NA,NA,3000,km2,1977,2005,14,Systematic - direct observations,Model derived abundance/density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005,R trend,NA,SD,0.006,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,"Trend reported as annual percentage change (r% = -0.5, SD = 0.6). Back-converted",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-2.33,34.83,Georeferenced - manually adjusted
77,1045,Panthera leo,NA,Durant20111490,1,1,Serengeti National Park and Ngorongoro Conservation Area,"Tanzania, United Republic of",NA,NA,3000,km2,1977,2005,14,Systematic - direct observations,Model derived abundance/density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003,R trend,NA,SD,0.0225,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,"Trend reported as annual percentage change (r% = -0.30, SD = 2.25). Back-converted",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-2.33,34.83,Georeferenced - manually adjusted
78,1046,Acinonyx jubatus,NA,Durant20111490,1,1,Serengeti National Park and Ngorongoro Conservation Area,"Tanzania, United Republic of",NA,NA,3000,km2,1977,2005,7,Systematic - direct observations,Model derived abundance/density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0109,R trend,NA,SD,0.021,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,"Trend reported as annual percentage change (r% = -1.09, SD = 2.10). Back-converted",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-2.33,34.83,Georeferenced - manually adjusted
79,1047,Lynx lynx,NA,Bragina2015844,1,2,Soviet Union,Russian Federation,NA,NA,NA,NA,1992,2000,9,Undefined,Undefined,Abundance,NA,29000,NA,NA,NA,21000,NA,NA,NA,NA,0.96,Lambda,NA,SD,0.04,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,56.3456965,43.844463,Georeferenced - automatically
80,1048,Lynx lynx,NA,Bragina2015844,1,3,Soviet Union,Russian Federation,NA,NA,NA,NA,2001,2010,10,Undefined,Undefined,Abundance,NA,20500,NA,NA,NA,17000,NA,NA,NA,NA,0.98,Lambda,NA,SD,0.03,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,56.3456965,43.844463,Georeferenced - automatically
81,1049,Puma concolor,NA,Cooley20092913,1,1,Northeast Washington,United States,NA,Washington,735,km2,2002,2007,6,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,Lambda,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,38.9199156,-76.980031,Georeferenced - automatically
82,1050,Puma concolor,NA,Cooley20092913,1,1,Central Washington,United States,NA,Washington,594,km2,2002,2007,6,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,Lambda,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,47.6126937,-122.3032046,Georeferenced - automatically
83,1056,Vulpes vulpes,NA,Travaini1996500,1,1,Donana Biological reserve,Spain,NA,NA,500,km2,1990,1994,15,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,R trend,NA,NA,NA,NA,NA,Yes,NA,0.92,FALSE,1,Stable,NA,Scent stations activated twice monthly from July 1991 to August 1992 then biannuanlly from August 1992 to July 1995. populations rate of increase ( r ) estimated by linear regression (calculated as not significantly different from 0).,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,37,-6.5,Within study - reported centroid
84,1057,Vulpes velox,NA,Moehrenschlager2001,1,1,Grasslands National Park,Canada,NA,NA,NA,NA,1996,2001,2,Individuals identified,Accounted for effort,Abundance,NA,8,NA,NA,NA,13,NA,NA,NA,NA,1.6,Fold change,NA,NA,NA,NA,NA,Yes,1.3,0.19,FALSE,5,Increase,NA,"Paired wilcoxon text, comparing location in one time period to the next. Test statistic = Z. Reported raw values in fold change",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.28333333,-108.6916667,Within study - calculted centroid
85,1058,Acinonyx jubatus,NA,Ogutu2017,1,1,Nakuru Wildlife Conservancy,Kenya,NA,NA,1351.3,km2,1996,2015,NA,Systematic - direct observations,Accounted for effort,Abundance,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,Trend described but not provided so manual calulation necessary. Density =  (Total count/survery area). Refer to Supplementary data for more info.,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.459,36.20666667,Within study - reported centroid
86,1059,Panthera pardus,NA,Ogutu2017,1,1,Nakuru Wildlife Conservancy,Kenya,NA,NA,1325.8,km2,1996,2015,NA,Systematic - direct observations,Accounted for effort,Abundance,NA,11,NA,NA,NA,11,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,Density calculated as the count varied over time and thus so did the survey area. Actual count data available in supplementary material. There were two densities estimations per year (wet and dry season).,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.459,36.20666667,Within study - reported centroid
87,1060,Panthera leo,NA,Ogutu2017,1,1,Nakuru Wildlife Conservancy,Kenya,NA,NA,1348.4,km2,1996,2015,NA,Systematic - direct observations,Accounted for effort,Abundance,NA,0,NA,NA,NA,12,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,Density calculated as the number of properties participating in the count varied over time and thus so did the survey area. Actual count data available in supplementary material. There were two densities estimations per year (wet and dry season).,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.459,36.20666667,Within study - reported centroid
88,1061,Canis aureus,NA,Ogutu2017,1,1,Nakuru Wildlife Conservancy,Kenya,NA,NA,1329.8,km2,1996,2015,NA,Systematic - direct observations,Accounted for effort,Abundance,NA,70,NA,NA,NA,130,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Density calculated as the number of properties participating in the count varied over time and thus so did the survey area. Actual count data available in supplementary material. There were two densities estimations per year (wet and dry season).,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.459,36.20666667,Within study - reported centroid
89,1062,Crocuta crocuta,NA,Ogutu2017,1,1,Nakuru Wildlife Conservancy,Kenya,NA,NA,1325.8,km2,1996,2015,NA,Systematic - direct observations,Accounted for effort,Abundance,NA,43,NA,NA,NA,92,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Density calculated as the number of properties participating in the count varied over time and thus so did the survey area. Actual count data available in supplementary material. There were two densities estimations per year (wet and dry season).,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.459,36.20666667,Within study - reported centroid
90,1063,Leptailurus serval,NA,Ogutu2017,1,1,Nakuru Wildlife Conservancy,Kenya,NA,NA,1338,km2,1996,2015,NA,Systematic - direct observations,Accounted for effort,Abundance,NA,4,NA,NA,NA,8,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,Density calculated as the number of properties participating in the count varied over time and thus so did the survey area. Actual count data available in supplementary material. There were two densities estimations per year (wet and dry season).,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.459,36.20666667,Within study - reported centroid
91,1064,Otocyon megalotis,NA,Ogutu2017,1,1,Nakuru Wildlife Conservancy,Kenya,NA,NA,1315.1,km2,1996,2015,NA,Systematic - direct observations,Accounted for effort,Abundance,NA,34,NA,NA,NA,205,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,"Density calculated as the number of properties participating in the count varied over time and thus so did the survey area. Actual count data available in supplementary material. Data seemed to show an outlier, ignoring this the data seemed to show a more",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.459,36.20666667,Within study - reported centroid
92,1068,Panthera leo,NA,Rosenblatt2014,1,1,South Luangwa National Park,Zambia,NA,Eastern Province,2775,km2,2008,2012,5,Individuals identified,Model derived abundance/density,Abundance,NA,125,NA,108,167,94,NA,92,106,95% CI,0.98,Lambda,NA,95% CI,NA,0.79,1.22,Yes,NA,NA,TRUE,1,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-13.07958,31.77407,Within study - reported centroid
93,1069,Panthera pardus,NA,Williams2017,1,1,Soutpansberg Mountains,South Africa,NA,Limpopo,6800,km2,2012,2016,5,Individuals identified,Model derived abundance/density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0047,R trend,NA,SE,0.0013,NA,NA,Yes,-3.64,0.0014,TRUE,1,Decrease,NA,"Two estimates were realized: 1) Using number of individual identified the realizaed a linear regression.   2) using densities they estimated the percentage of change over 4 years. The last was = -44%.    ""...Incorporating the density estimate available in",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,-29.44031,23.02217,Within study - reported centroid
94,1070,Panthera leo,persica,Banerjee2012,1,1,Gir Region,India,NA,Gujarat,9000,km2,1963,2010,16,Systematic - direct observations,Undefined,Abundance,NA,177,NA,NA,NA,411,NA,NA,NA,NA,0.022,R trend,NA,SE,0.001,NA,NA,Yes,416.3,0.001,TRUE,1,Increase,NA,"Field method deemed systematic despite mixed approach.. For modelling, whilst MARK has been used in recent years, early estimates were based on total counts. Population was assessed every 5 years until 2000, so N_observations = 16",NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,21.14,70.78,Georeferenced - manually adjusted
95,1072,Panthera leo,NA,Bauer201514894,1,1,Serengeti,"Tanzania, United Republic of",NA,East Africa,NA,NA,1993,2013,21,Systematic - undefined,Model derived abundance/density,Abundance,NA,232,NA,NA,NA,290,NA,NA,NA,NA,1.02,Lambda,NA,SD,0.02,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,Population start/end data collected from supplementary info,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-2.33,34.83,Georeferenced - manually adjusted
96,1073,Panthera leo,NA,Bauer201514894,1,1,Tarangire,"Tanzania, United Republic of",NA,East Africa,NA,NA,2003,2010,8,Systematic - undefined,Model derived abundance/density,Abundance,NA,186,NA,NA,NA,157,NA,NA,NA,NA,0.97,Lambda,NA,SD,0.03,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,Population start/end data collected from supplementary info,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-3.95,35.86,Georeferenced - manually adjusted
97,1074,Panthera leo,NA,Bauer201514894,1,1,Ngorongoro Crater,"Tanzania, United Republic of",NA,East Africa,NA,NA,1993,2013,21,Systematic - undefined,Model derived abundance/density,Abundance,NA,61,NA,NA,NA,49,NA,NA,NA,NA,1,Lambda,NA,SD,0.03,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,Population start/end data collected from supplementary info,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-3.18,35.55,Georeferenced - manually adjusted
